chr	start	end	strand	gene_id	gene_name	gene_biotype
IV	843569	844861	-	YDR192C	NUP42	protein_coding
IV	844554	844952	+	YDR193W	YDR193W	protein_coding
IV	845952	847946	-	YDR194C	YDR194C	protein_coding
IV	848071	848223	+	YDR194W-A	YDR194W-A	protein_coding
IV	848599	850200	+	YDR195W	YDR195W	protein_coding
IV	850274	850999	-	YDR196C	YDR196C	protein_coding
IV	851228	852397	+	YDR197W	CBS2	protein_coding
IV	852533	853972	-	YDR198C	YDR198C	protein_coding
IV	854175	854540	+	YDR199W	YDR199W	protein_coding
IV	854279	856093	-	YDR200C	VPS64	protein_coding
IV	856317	856814	+	YDR201W	YDR201W	protein_coding
IV	856898	857953	-	YDR202C	YDR202C	protein_coding
IV	857682	857999	+	YDR203W	YDR203W	protein_coding
IV	858137	859144	+	YDR204W	YDR204W	protein_coding
IV	859346	861520	+	YDR205W	YDR205W	protein_coding
IV	862054	864708	+	YDR206W	YDR206W	protein_coding
IV	865012	867522	-	YDR207C	UME6	protein_coding
IV	868224	870563	+	YDR208W	YDR208W	protein_coding
IV	871036	871449	-	YDR209C	YDR209C	protein_coding
IV	871074	871301	+	YDR210W	YDR210W	protein_coding
IV	884361	884493	+	tI(UAU)D	tI(UAU)D	tRNA
IV	884727	886865	+	YDR211W	YDR211W	protein_coding
IV	887232	888911	+	YDR212W	TCP1	protein_coding
IV	889751	892492	+	YDR213W	UPC2	protein_coding
IV	892875	893927	+	YDR214W	YDR214W	protein_coding
IV	894089	894502	-	YDR215C	YDR215C	protein_coding
IV	895035	899006	+	YDR216W	YDR216W	protein_coding
IV	899551	903480	-	YDR217C	YDR217C	protein_coding
IV	903781	905052	-	YDR218C	YDR218C	protein_coding
IV	905455	906852	-	YDR219C	YDR219C	protein_coding
IV	907000	907293	-	YDR220C	YDR220C	protein_coding
IV	907330	909438	+	YDR221W	YDR221W	protein_coding
IV	910054	911301	+	YDR222W	YDR222W	protein_coding
IV	912099	913502	+	YDR223W	YDR223W	protein_coding
IV	914317	914712	-	YDR224C	HTB1	protein_coding
IV	915530	915928	+	YDR225W	HTA1	protein_coding
IV	916486	917154	+	YDR226W	ADK1	protein_coding
IV	917571	921647	+	YDR227W	SIR4	protein_coding
IV	921926	923806	-	YDR228C	YDR228C	protein_coding
IV	924785	926146	+	YDR229W	YDR229W	protein_coding
IV	926223	926570	+	YDR230W	YDR230W	protein_coding
IV	926293	926910	-	YDR231C	YDR231C	protein_coding
IV	927452	929098	+	YDR232W	HEM1	protein_coding
IV	929470	930357	-	YDR233C	YDR233C	protein_coding
IV	931129	933210	+	YDR234W	LYS4	protein_coding
IV	933504	935138	+	YDR235W	PRP42	protein_coding
IV	935236	935892	-	YDR236C	YDR236C	protein_coding
IV	936615	937493	+	YDR237W	MRPL7	protein_coding
IV	937895	940816	-	YDR238C	YDR238C	protein_coding
IV	941057	943420	-	YDR239C	YDR239C	protein_coding
IV	943674	945152	-	YDR240C	SNU56	protein_coding
IV	945151	945438	+	YDR241W	YDR241W	protein_coding
IV	946312	946400	+	tY(GUA)D	tY(GUA)D	tRNA
IV	946807	948456	+	YDR242W	YDR242W	protein_coding
IV	948518	950284	-	YDR243C	YDR243C	protein_coding
IV	950563	952401	+	YDR244W	PEX5	protein_coding
IV	952800	953981	+	YDR245W	MNN10	protein_coding
IV	954288	954947	+	YDR246W	YDR246W	protein_coding
IV	955133	955333	+	YDR246W-A	YDR246W-A	protein_coding
IV	956013	957398	+	YDR247W	YDR247W	protein_coding
IV	957758	958339	-	YDR248C	YDR248C	protein_coding
IV	958681	959802	-	YDR249C	YDR249C	protein_coding
IV	960086	960361	-	YDR250C	YDR250C	protein_coding
IV	960614	963106	+	YDR251W	YDR251W	protein_coding
IV	963412	963861	+	YDR252W	YDR252W	protein_coding
IV	963990	964565	-	YDR253C	YDR253C	protein_coding
IV	965113	966489	+	YDR254W	CHL4	protein_coding
IV	966557	967822	-	YDR255C	RMD5	protein_coding
IV	968133	969680	-	YDR256C	YDR256C	protein_coding
IV	969990	971474	-	YDR257C	RKM4	protein_coding
IV	971808	974243	-	YDR258C	YDR258C	protein_coding
IV	974631	975782	-	YDR259C	YAP6	protein_coding
IV	976717	977229	-	YDR260C	SWM1	protein_coding
IV	977521	979209	-	YDR261C	YDR261C	protein_coding
IV	980974	981055	-	tS(AGA)D2	tS(AGA)D2	tRNA
IV	992832	992902	+	tG(GCC)D2	tG(GCC)D2	tRNA
IV	993134	993952	+	YDR262W	YDR262W	protein_coding
IV	994242	995534	-	YDR263C	DIN7	protein_coding
IV	996029	998323	-	YDR264C	YDR264C	protein_coding
IV	998864	999877	+	YDR265W	PEX10	protein_coding
IV	1000104	1002023	-	YDR266C	YDR266C	protein_coding
IV	1002510	1003502	-	YDR267C	YDR267C	protein_coding
IV	1004004	1005143	+	YDR268W	MSW1	protein_coding
IV	1005665	1005988	-	YDR269C	YDR269C	protein_coding
IV	1005675	1008689	+	YDR270W	YDR270W	protein_coding
IV	1008395	1008766	-	YDR271C	YDR271C	protein_coding
IV	1009010	1009834	+	YDR272W	YDR272W	protein_coding
IV	1010176	1011273	+	YDR273W	YDR273W	protein_coding
IV	1011589	1011960	-	YDR274C	YDR274C	protein_coding
IV	1012252	1012959	+	YDR275W	YDR275W	protein_coding
IV	1013476	1013643	-	YDR276C	PMP3	protein_coding
IV	1014401	1015702	-	YDR277C	MTH1	protein_coding
IV	1017001	1017318	-	YDR278C	YDR278C	protein_coding
IV	1017207	1017278	-	tE(CUC)D	tE(CUC)D	tRNA
IV	1019368	1020420	+	YDR279W	RNH202	protein_coding
IV	1020747	1021664	+	YDR280W	YDR280W	protein_coding
IV	1022007	1022321	-	YDR281C	YDR281C	protein_coding
IV	1023511	1024755	-	YDR282C	YDR282C	protein_coding
IV	1025070	1030049	-	YDR283C	GCN2	protein_coding
IV	1030550	1031419	-	YDR284C	DPP1	protein_coding
IV	1032436	1035063	+	YDR285W	YDR285W	protein_coding
IV	1035231	1035575	-	YDR286C	YDR286C	protein_coding
IV	1035995	1036873	+	YDR287W	YDR287W	protein_coding
IV	1037195	1038106	+	YDR288W	YDR288W	protein_coding
IV	1038280	1039509	-	YDR289C	YDR289C	protein_coding
IV	1039370	1039699	+	YDR290W	YDR290W	protein_coding
IV	1039728	1042961	+	YDR291W	YDR291W	protein_coding
IV	1043146	1045011	-	YDR292C	YDR292C	protein_coding
IV	1045640	1049392	-	YDR293C	SSD1	protein_coding
IV	1050459	1052228	-	YDR294C	DPL1	protein_coding
IV	1052623	1054647	-	YDR295C	HDA2	protein_coding
IV	1055212	1055892	+	YDR296W	MHR1	protein_coding
IV	1056551	1057600	+	YDR297W	SUR2	protein_coding
IV	1058176	1058814	-	YDR298C	ATP5	protein_coding
IV	1059627	1061231	+	YDR299W	YDR299W	protein_coding
IV	1061505	1062791	-	YDR300C	YDR300C	protein_coding
IV	1063352	1067425	+	YDR301W	CFT1	protein_coding
IV	1067731	1068390	+	YDR302W	YDR302W	protein_coding
IV	1068729	1071386	-	YDR303C	YDR303C	protein_coding
IV	1071880	1072557	-	YDR304C	CPR5	protein_coding
IV	1072746	1073488	-	YDR305C	HNT2	protein_coding
IV	1073735	1075171	-	YDR306C	YDR306C	protein_coding
IV	1075472	1075544	-	tV(CAC)D	tV(CAC)D	tRNA
IV	1075865	1077853	+	YDR307W	YDR307W	protein_coding
IV	1078027	1078449	-	YDR308C	SRB7	protein_coding
IV	1079048	1080199	-	YDR309C	YDR309C	protein_coding
IV	1081128	1084316	-	YDR310C	YDR310C	protein_coding
IV	1085065	1086993	+	YDR311W	YDR311W	protein_coding
IV	1087581	1088942	+	YDR312W	YDR312W	protein_coding
IV	1089219	1090079	-	YDR313C	YDR313C	protein_coding
IV	1090433	1092511	-	YDR314C	YDR314C	protein_coding
IV	1092741	1093586	-	YDR315C	IPK1	protein_coding
IV	1093763	1095178	+	YDR316W	YDR316W	protein_coding
IV	1095370	1095461	-	tF(GAA)D	tF(GAA)D	tRNA
IV	1102184	1103428	+	YDR317W	YDR317W	protein_coding
IV	1103758	1104947	+	YDR318W	MCM21	protein_coding
IV	1105003	1105827	-	YDR319C	YDR319C	protein_coding
IV	1106095	1108101	-	YDR320C	SWA2	protein_coding
IV	1108280	1108498	-	YDR320C-A	DAD4	protein_coding
IV	1108484	1108621	+	YDR320W-B	YDR320W-B	protein_coding
IV	1108702	1109847	+	YDR321W	YDR321W	protein_coding
IV	1110589	1111692	+	YDR322W	MRPL35	protein_coding
IV	1112003	1112293	-	YDR322C-A	TIM11	protein_coding
IV	1112480	1114027	-	YDR323C	PEP7	protein_coding
IV	1114433	1116763	-	YDR324C	YDR324C	protein_coding
IV	1117126	1120233	+	YDR325W	YCG1	protein_coding
IV	1120609	1124925	-	YDR326C	YDR326C	protein_coding
IV	1125302	1125628	+	YDR327W	YDR327W	protein_coding
IV	1125434	1126018	-	YDR328C	SKP1	protein_coding
IV	1126270	1127595	-	YDR329C	PEX3	protein_coding
IV	1127872	1129374	+	YDR330W	YDR330W	protein_coding
IV	1129588	1130823	+	YDR331W	YDR331W	protein_coding
IV	1131001	1133070	+	YDR332W	YDR332W	protein_coding
IV	1133260	1135431	-	YDR333C	YDR333C	protein_coding
IV	1135932	1140476	+	YDR334W	YDR334W	protein_coding
IV	1141168	1144842	+	YDR335W	MSN5	protein_coding
IV	1145092	1146036	+	YDR336W	YDR336W	protein_coding
IV	1146319	1147179	+	YDR337W	YDR337W	protein_coding
IV	1147379	1149466	-	YDR338C	YDR338C	protein_coding
IV	1149951	1150520	-	YDR339C	FCF1	protein_coding
IV	1150842	1150941	-	tX(XXX)D	tX(XXX)D	tRNA
IV	1150881	1151183	+	YDR340W	YDR340W	protein_coding
IV	1151803	1153626	-	YDR341C	YDR341C	protein_coding
IV	1154216	1155928	-	YDR342C	YDR342C	protein_coding
IV	1159608	1161320	-	YDR343C	YDR343C	protein_coding
IV	1162006	1162449	-	YDR344C	YDR344C	protein_coding
IV	1162957	1164660	-	YDR345C	YDR345C	protein_coding
IV	1167214	1168659	-	YDR346C	SVF1	protein_coding
IV	1169178	1170143	+	YDR347W	YDR347W	protein_coding
IV	1170326	1171825	-	YDR348C	YDR348C	protein_coding
IV	1172386	1174176	-	YDR349C	YDR349C	protein_coding
IV	1175829	1175901	+	tM(CAU)D	tM(CAU)D	tRNA
IV	1176120	1178174	-	YDR350C	ATP22	protein_coding
IV	1178666	1181260	+	YDR351W	YDR351W	protein_coding
IV	1181801	1182754	+	YDR352W	YDR352W	protein_coding
IV	1183299	1184258	+	YDR353W	YDR353W	protein_coding
IV	1184747	1185889	+	YDR354W	YDR354W	protein_coding
IV	1185139	1185282	-	YDR354C-A	YDR354C-A	protein_coding
IV	1186067	1186369	-	YDR355C	YDR355C	protein_coding
IV	1186107	1188941	+	YDR356W	SPC110	protein_coding
IV	1189199	1189567	-	YDR357C	CNL1	protein_coding
IV	1190059	1191732	+	YDR358W	YDR358W	protein_coding
IV	1191936	1194884	-	YDR359C	EAF1	protein_coding
IV	1194598	1195032	+	YDR360W	YDR360W	protein_coding
IV	1195412	1196263	-	YDR361C	YDR361C	protein_coding
IV	1196679	1198697	-	YDR362C	TFC6	protein_coding
IV	1199183	1200553	+	YDR363W	YDR363W	protein_coding
IV	1201750	1201822	+	tK(CUU)D1	tK(CUU)D1	tRNA
IV	1202128	1202397	+	YDR363W-A	SEM1	protein_coding
IV	1202843	1204210	-	YDR364C	CDC40	protein_coding
IV	1204497	1206383	-	YDR365C	YDR365C	protein_coding
IV	1212438	1212836	-	YDR366C	YDR366C	protein_coding
IV	1212848	1213614	+	YDR367W	YDR367W	protein_coding
IV	1213904	1214842	+	YDR368W	YDR368W	protein_coding
IV	1215016	1217580	-	YDR369C	YDR369C	protein_coding
IV	1217782	1219110	-	YDR370C	YDR370C	protein_coding
IV	1219413	1220948	+	YDR371W	YDR371W	protein_coding
IV	1219509	1219613	-	YDR371C-A	YDR371C-A	protein_coding
IV	1221112	1222149	-	YDR372C	VPS74	protein_coding
IV	1222759	1223331	+	YDR373W	YDR373W	protein_coding
IV	1223474	1224394	-	YDR374C	YDR374C	protein_coding
IV	1224757	1225026	+	YDR374W-A	YDR374W-A	protein_coding
IV	1225166	1226536	-	YDR375C	YDR375C	protein_coding
IV	1226822	1228303	+	YDR376W	YDR376W	protein_coding
IV	1228611	1228916	+	YDR377W	YDR377W	protein_coding
IV	1229349	1229609	-	YDR378C	YDR378C	protein_coding
IV	1230167	1233196	+	YDR379W	YDR379W	protein_coding
IV	1233278	1233517	-	YDR379C-A	YDR379C-A	protein_coding
IV	1234218	1236125	+	YDR380W	YDR380W	protein_coding
IV	1236558	1238004	+	YDR381W	YRA1	protein_coding
IV	1238312	1238850	-	YDR381C-A	YDR381C-A	protein_coding
IV	1239492	1239824	+	YDR382W	RPP2B	protein_coding
IV	1239960	1240676	-	YDR383C	YDR383C	protein_coding
IV	1241204	1242031	-	YDR384C	YDR384C	protein_coding
IV	1243230	1245758	+	YDR385W	YDR385W	protein_coding
IV	1246084	1247982	+	YDR386W	MUS81	protein_coding
IV	1248154	1249821	-	YDR387C	YDR387C	protein_coding
IV	1250186	1251634	+	YDR388W	YDR388W	protein_coding
IV	1252537	1254501	+	YDR389W	YDR389W	protein_coding
IV	1254937	1256847	-	YDR390C	UBA2	protein_coding
IV	1257008	1257079	-	tG(CCC)D	tG(CCC)D	tRNA
IV	1257358	1258056	-	YDR391C	YDR391C	protein_coding
IV	1258696	1259709	+	YDR392W	YDR392W	protein_coding
IV	1259901	1261271	+	YDR393W	SHE9	protein_coding
IV	1261681	1262967	+	YDR394W	RPT3	protein_coding
IV	1263324	1266158	+	YDR395W	SXM1	protein_coding
IV	1266295	1266795	+	YDR396W	YDR396W	protein_coding
IV	1266366	1266898	-	YDR397C	NCB2	protein_coding
IV	1267471	1269402	+	YDR398W	YDR398W	protein_coding
IV	1270068	1270733	+	YDR399W	HPT1	protein_coding
IV	1271063	1272085	+	YDR400W	YDR400W	protein_coding
IV	1272223	1272786	+	YDR401W	YDR401W	protein_coding
IV	1272234	1273703	-	YDR402C	DIT2	protein_coding
IV	1274602	1276212	+	YDR403W	YDR403W	protein_coding
IV	1276654	1277169	-	YDR404C	RPB7	protein_coding
IV	1277646	1278437	+	YDR405W	MRP20	protein_coding
IV	1279210	1283799	+	YDR406W	YDR406W	protein_coding
IV	1283799	1284044	+	YDR406W-A	YDR406W-A	protein_coding
IV	1284069	1287938	-	YDR407C	YDR407C	protein_coding
IV	1288215	1288859	-	YDR408C	YDR408C	protein_coding
IV	1289406	1292120	+	YDR409W	SIZ1	protein_coding
IV	1292372	1293091	-	YDR410C	YDR410C	protein_coding
IV	1293369	1294394	-	YDR411C	YDR411C	protein_coding
IV	1294693	1295400	+	YDR412W	YDR412W	protein_coding
IV	1294836	1295411	-	YDR413C	YDR413C	protein_coding
IV	1295598	1296686	-	YDR414C	ERD1	protein_coding
IV	1297037	1298161	-	YDR415C	YDR415C	protein_coding
IV	1298432	1301011	+	YDR416W	SYF1	protein_coding
IV	1301555	1301926	-	YDR417C	YDR417C	protein_coding
IV	1301616	1302113	+	YDR418W	RPL12B	protein_coding
IV	1303174	1305072	+	YDR419W	RAD30	protein_coding
IV	1305630	1305712	+	tS(AGA)D3	tS(AGA)D3	tRNA
IV	1306267	1311675	+	YDR420W	YDR420W	protein_coding
IV	1312040	1314892	+	YDR421W	YDR421W	protein_coding
IV	1315326	1317773	-	YDR422C	YDR422C	protein_coding
IV	1318046	1319275	-	YDR423C	CAD1	protein_coding
IV	1319387	1319841	-	YDR424C	DYN2	protein_coding
IV	1320064	1321941	+	YDR425W	YDR425W	protein_coding
IV	1321629	1322006	-	YDR426C	YDR426C	protein_coding
IV	1322205	1323386	+	YDR427W	YDR427W	protein_coding
IV	1323454	1324239	-	YDR428C	YDR428C	protein_coding
IV	1324477	1325301	-	YDR429C	YDR429C	protein_coding
IV	1325501	1328470	-	YDR430C	CYM1	protein_coding
IV	1328390	1328701	+	YDR431W	YDR431W	protein_coding
IV	1328783	1330027	+	YDR432W	NPL3	protein_coding
IV	1329600	1330040	+	YDR433W	YDR433W	protein_coding
IV	1331237	1332841	+	YDR434W	YDR434W	protein_coding
IV	1332983	1333969	-	YDR435C	YDR435C	protein_coding
IV	1334821	1336953	+	YDR436W	YDR436W	protein_coding
IV	1337352	1337774	+	YDR437W	YDR437W	protein_coding
IV	1338274	1339386	+	YDR438W	YDR438W	protein_coding
IV	1339676	1340719	+	YDR439W	YDR439W	protein_coding
IV	1342493	1344241	+	YDR440W	DOT1	protein_coding
IV	1344517	1345062	-	YDR441C	YDR441C	protein_coding
IV	1345647	1346039	+	YDR442W	YDR442W	protein_coding
IV	1345676	1349938	-	YDR443C	SSN2	protein_coding
IV	1350290	1352353	+	YDR444W	YDR444W	protein_coding
IV	1352182	1352589	-	YDR445C	YDR445C	protein_coding
IV	1352466	1352538	-	tK(CUU)D2	tK(CUU)D2	tRNA
IV	1353725	1354633	+	YDR446W	YDR446W	protein_coding
IV	1354829	1355553	-	YDR447C	RPS17B	protein_coding
IV	1356065	1357369	+	YDR448W	ADA2	protein_coding
IV	1357580	1358902	-	YDR449C	YDR449C	protein_coding
IV	1359923	1360798	+	YDR450W	RPS18A	protein_coding
IV	1361120	1362181	-	YDR451C	YDR451C	protein_coding
IV	1362878	1364902	+	YDR452W	PPN1	protein_coding
IV	1365072	1365662	-	YDR453C	TSA2	protein_coding
IV	1366264	1366827	-	YDR454C	GUK1	protein_coding
IV	1367373	1367681	-	YDR455C	YDR455C	protein_coding
IV	1367485	1369386	+	YDR456W	NHX1	protein_coding
IV	1369790	1379596	+	YDR457W	YDR457W	protein_coding
IV	1380055	1382046	-	YDR458C	YDR458C	protein_coding
IV	1382319	1383443	-	YDR459C	YDR459C	protein_coding
IV	1383811	1384776	+	YDR460W	TFB3	protein_coding
IV	1385176	1385286	+	YDR461W	YDR461W	protein_coding
IV	1385524	1385766	-	YDR461C-A	YDR461C-A	protein_coding
IV	1386073	1386516	+	YDR462W	MRPL28	protein_coding
IV	1386816	1388375	+	YDR463W	STP1	protein_coding
IV	1388872	1393179	+	YDR464W	YDR464W	protein_coding
IV	1392492	1392680	-	YDR464C-A	YDR464C-A	protein_coding
IV	1393336	1394574	-	YDR465C	YDR465C	protein_coding
IV	1395121	1397817	+	YDR466W	YDR466W	protein_coding
IV	1397583	1397909	-	YDR467C	YDR467C	protein_coding
IV	1398026	1398700	-	YDR468C	YDR468C	protein_coding
IV	1399015	1399542	+	YDR469W	SDC1	protein_coding
IV	1399706	1401214	-	YDR470C	YDR470C	protein_coding
IV	1401770	1402564	+	YDR471W	RPL27B	protein_coding
IV	1402919	1403042	+	snR13	snR13	snoRNA
IV	1403322	1404173	+	YDR472W	YDR472W	protein_coding
IV	1404445	1405854	-	YDR473C	PRP3	protein_coding
IV	1407464	1410094	-	YDR475C	JIP4	protein_coding
IV	1410453	1411127	-	YDR476C	YDR476C	protein_coding
IV	1412373	1414274	+	YDR477W	SNF1	protein_coding
IV	1414575	1415171	+	YDR478W	YDR478W	protein_coding
IV	1415210	1416874	-	YDR479C	YDR479C	protein_coding
IV	1417399	1418370	+	YDR480W	DIG2	protein_coding
IV	1418550	1420250	-	YDR481C	PHO8	protein_coding
IV	1420431	1420838	-	YDR482C	YDR482C	protein_coding
IV	1421157	1422485	+	YDR483W	KRE2	protein_coding
IV	1422763	1424688	+	YDR484W	VPS52	protein_coding
IV	1424820	1427207	-	YDR485C	VPS72	protein_coding
IV	1427431	1428120	-	YDR486C	VPS60	protein_coding
IV	1428354	1428980	-	YDR487C	YDR487C	protein_coding
IV	1429188	1430789	-	YDR488C	YDR488C	protein_coding
IV	1431012	1431896	+	YDR489W	SLD5	protein_coding
IV	1431968	1434268	-	YDR490C	YDR490C	protein_coding
IV	1434500	1434991	-	YDR491C	YDR491C	protein_coding
IV	1434924	1435874	+	YDR492W	YDR492W	protein_coding
IV	1436217	1436588	+	YDR493W	MZM1	protein_coding
IV	1436930	1438015	+	YDR494W	YDR494W	protein_coding
IV	1438115	1441150	-	YDR495C	VPS3	protein_coding
IV	1441433	1443403	-	YDR496C	YDR496C	protein_coding
IV	1443713	1445467	-	YDR497C	YDR497C	protein_coding
IV	1445843	1446994	-	YDR498C	YDR498C	protein_coding
IV	1447830	1450073	+	YDR499W	LCD1	protein_coding
IV	1450198	1450853	-	YDR500C	RPL37B	protein_coding
IV	1451353	1452918	+	YDR501W	YDR501W	protein_coding
IV	1453310	1454464	-	YDR502C	SAM2	protein_coding
IV	1455042	1455866	-	YDR503C	YDR503C	protein_coding
IV	1456311	1456694	-	YDR504C	YDR504C	protein_coding
IV	1456695	1459220	-	YDR505C	PSP1	protein_coding
IV	1459728	1461554	-	YDR506C	YDR506C	protein_coding
IV	1461715	1461829	-	tL(CAA)D	tL(CAA)D	tRNA
IV	1462358	1465786	-	YDR507C	GIN4	protein_coding
IV	1466453	1468444	-	YDR508C	YDR508C	protein_coding
IV	1468226	1468573	+	YDR509W	YDR509W	protein_coding
IV	1469400	1469705	+	YDR510W	YDR510W	protein_coding
IV	1469695	1469811	-	YDR510C-A	YDR510C-A	protein_coding
IV	1470017	1470418	+	YDR511W	YDR511W	protein_coding
IV	1470500	1471063	-	YDR512C	YDR512C	protein_coding
IV	1471017	1471448	+	YDR513W	GRX2	protein_coding
IV	1471548	1472999	-	YDR514C	YDR514C	protein_coding
IV	1473429	1474772	+	YDR515W	SLF1	protein_coding
IV	1474974	1476476	-	YDR516C	YDR516C	protein_coding
IV	1477239	1478357	+	YDR517W	YDR517W	protein_coding
IV	1478608	1480161	+	YDR518W	YDR518W	protein_coding
IV	1480425	1480832	+	YDR519W	FPR2	protein_coding
IV	1481085	1483403	-	YDR520C	URC2	protein_coding
IV	1483141	1483476	+	YDR521W	YDR521W	protein_coding
IV	1483795	1485303	-	YDR522C	YDR522C	protein_coding
IV	1485566	1487038	-	YDR523C	YDR523C	protein_coding
IV	1487542	1488990	-	YDR524C	AGE1	protein_coding
IV	1489403	1489492	+	YDR524W-C	YDR524W-C	protein_coding
IV	1489598	1489798	-	YDR524C-B	YDR524C-B	protein_coding
IV	1489871	1489990	-	YDR524C-A	YDR524C-A	protein_coding
IV	1489905	1490234	+	YDR525W	YDR525W	protein_coding
IV	1490596	1490835	+	YDR525W-A	YDR525W-A	protein_coding
IV	1491075	1491545	-	YDR526C	YDR526C	protein_coding
IV	1491094	1492413	+	YDR527W	YDR527W	protein_coding
IV	1492477	1493026	-	snR84	SNR84	snoRNA
IV	1494586	1495857	+	YDR528W	YDR528W	protein_coding
IV	1496165	1496548	-	YDR529C	QCR7	protein_coding
IV	1496791	1497768	-	YDR530C	YDR530C	protein_coding
IV	1498232	1499335	+	YDR531W	YDR531W	protein_coding
IV	1499396	1500553	-	YDR532C	YDR532C	protein_coding
IV	1501447	1502160	-	YDR533C	YDR533C	protein_coding
IV	1503314	1504900	-	YDR534C	YDR534C	protein_coding
IV	1506606	1507362	-	YDR535C	YDR535C	protein_coding
IV	1508005	1509714	+	YDR536W	YDR536W	protein_coding
IV	1510856	1511461	-	YDR537C	YDR537C	protein_coding
IV	1510902	1511630	+	YDR538W	PAD1	protein_coding
IV	1512094	1513605	+	YDR539W	YDR539W	protein_coding
IV	1517136	1517675	-	YDR540C	YDR540C	protein_coding
IV	1519664	1520698	-	YDR541C	YDR541C	protein_coding
IV	1523249	1523611	+	YDR542W	YDR542W	protein_coding
IV	1524634	1524933	-	YDR543C	YDR543C	protein_coding
IV	1525095	1525523	-	YDR544C	YDR544C	protein_coding
IV	1526321	1531711	+	YDR545W	YRF1-1	protein_coding
IV	1530863	1531342	-	YDR545C-A	YDR545C-A	protein_coding
XV	585	740	+	YOL166W-A	YOL166W-A	protein_coding
XV	1000	1338	-	YOL166C	YOL166C	protein_coding
XV	1647	2078	-	YOL165C	YOL165C	protein_coding
XV	4130	4312	+	YOL164W-A	YOL164W-A	protein_coding
XV	6175	8115	+	YOL164W	YOL164W	protein_coding
XV	9597	10106	+	YOL163W	YOL163W	protein_coding
XV	10119	10766	+	YOL162W	YOL162W	protein_coding
XV	11549	11911	-	YOL161C	YOL161C	protein_coding
XV	14313	14654	+	YOL160W	YOL160W	protein_coding
XV	15233	15505	-	YOL159C-A	YOL159C-A	protein_coding
XV	17281	17796	-	YOL159C	YOL159C	protein_coding
XV	19491	21311	-	YOL158C	ENB1	protein_coding
XV	22525	24294	-	YOL157C	YOL157C	protein_coding
XV	25273	26976	+	YOL156W	HXT11	protein_coding
XV	27084	27218	+	YOL155W-A	YOL155W-A	protein_coding
XV	28703	31606	-	YOL155C	YOL155C	protein_coding
XV	34658	35407	+	YOL154W	YOL154W	protein_coding
XV	40748	42610	+	YOL152W	YOL152W	protein_coding
XV	43694	44722	+	YOL151W	YOL151W	protein_coding
XV	44473	44784	-	YOL150C	YOL150C	protein_coding
XV	44938	45633	+	YOL149W	YOL149W	protein_coding
XV	45760	47574	-	YOL148C	SPT20	protein_coding
XV	47933	48643	-	YOL147C	PEX11	protein_coding
XV	48864	49448	+	YOL146W	YOL146W	protein_coding
XV	49555	52788	-	YOL145C	CTR9	protein_coding
XV	53098	54552	+	YOL144W	YOL144W	protein_coding
XV	54595	55104	-	YOL143C	YOL143C	protein_coding
XV	55558	56280	+	YOL142W	RRP40	protein_coding
XV	56452	58539	+	YOL141W	PPM2	protein_coding
XV	58759	60030	+	YOL140W	YOL140W	protein_coding
XV	60383	61024	-	YOL139C	CDC33	protein_coding
XV	61325	65350	-	YOL138C	RTC1	protein_coding
XV	65621	67114	+	YOL137W	YOL137W	protein_coding
XV	67561	68754	-	YOL136C	PFK27	protein_coding
XV	69376	70044	-	YOL135C	YOL135C	protein_coding
XV	70156	70545	-	YOL134C	YOL134C	protein_coding
XV	70325	70690	+	YOL133W	HRT1	protein_coding
XV	71300	72715	+	YOL132W	YOL132W	protein_coding
XV	73031	73357	+	YOL131W	YOL131W	protein_coding
